Home,Road,line,linesag,linepz,lineARGH,linekam,lineavg,linepasteur,linepig,linenutshell,linecpa,lineexcel,linemore,linedunk,linecpa2,linepyth,lineelo,lineeff,linesaggm,linel2,linebmc,linel1,linel2h,linefox,lineca,linebihl,lineesp2,linesage,linesagp,linepi,linemidweek,lineopen,linemds,linecurry,linejohns,linemass,linecoff,linetalis,lineesp,lineturner,linedonchess,linepim,linelog,linepugh,lineshark,linemed,linekerns,linejens,lineash,lineffw,lineburd,linemrr,linedok,linepib,linest,linecovers,lineround,lineclean,linewhatif,lineespn,linerwp,linedwig,lineps,linegametime,lineshadow,linedoi,linexwp,linelinx,linecombo,linegirl,linestjohn,lineppg,linel2to,linelock,linefeng,lineiron,linekalin,linenseye,linestd,rscore,hscore,week
Philadelphia,N.Y. Giants,5,2.29,1.78,1,2.57,2.64,6.93,4,-0.99,1.28,8,-1.99,-2.94,1.12,1.97,1.08,2.2,1.34,4.86,,10.72,7,4,4.5,,3.1,1.68,2.63,5.1,4,4.5,3.85,3.05,-1.74,1.86,0.28,9.95,2.6,0.22,6.08,4.4,-1.15,0.96,,2.6,3,2.1,6,5,3.1,,3.29,5.2,10,3.5,4,3.5,-1,7.55,-2.09,-3.65,0.3,4,-2,2.86,,1.87,-1.25,,0.65,-1,6.45,,5.1,3.82,4.01,,3.1316681687,7,27,6
Pittsburgh,Arizona,-6,-0.66,8.42,-0.25,2.2,-0.82,-4.14,1,-4.81,-6.5,5,-0.03,2.97,-1.43,-3.01,-0.97,-2.45,0.05,-7.1,,-16,-12.6,-1,-5,,-2.5,0.67,-1.24,-0.3,-3,-3,2.66,2.91,-2.04,0.34,-0.54,0.46,-1,0.72,1.78,0.3,-7,-5.22,,-0.5,-5.6,1.6,-4,2,-2.8,,-0.67,-1.2,-0.5,-3.5,-3,6,-5.2,-2.89,-1.82,0.35,0.3,-2,4,3.14,,4.36,1,,-3.02,-12,-0.96,,2.8,0.03,0.11,,3.8861490906,13,25,6
San Francisco,Baltimore,-2.5,-3.02,-7.71,1,-0.01,-1.5,-3.27,-1,4.49,-3.24,-4,-2.31,0.88,0.75,-3.95,1.25,-3.05,-1.18,-2.02,,6.53,15.32,-3,-2.5,,-1.8,-1.72,-3.75,-2.3,-2.5,-3,-4.79,0.64,1.06,-2.17,1.72,-2.79,-1.1,2.68,-2.31,-3.4,1.44,-3.19,,-2,-3.5,1.5,-2,-4,-0.9,,-1.75,-2.4,-2,1,-1,-2.5,-7.4,-2.12,1.38,-8.4,-2.6,-2,1,3.41,,0.44,5,,-1.24,-7.6,-3.74,,-3.4,-1.38,-0.63,,2.7654173096,20,25,6
Seattle,Carolina,7,6.23,-0.35,2,9.69,5.12,-0.67,9,6.47,2.77,8,3.41,10.48,1.02,-1.38,4.54,-0.05,4.13,2.4,,2.88,-0.93,10,7,,5.6,5.39,6.95,9,7,6.5,8.05,6.52,1.66,7.39,-2.34,7.42,4.1,-5.62,7.68,8.3,-7,7.88,,6.09,5.4,8.2,7,10,8.1,,6.39,8.7,8.5,2.5,5,4.5,2.5,6.17,-4.47,3.55,4.4,8,6,2.44,,1.32,5.5,,6.52,-2.8,7.29,,9.4,5.02,6.5,,3.7408125195,27,23,6
Tennessee,Miami,2.5,0.21,5.45,3,-3.23,2.57,9.01,1,1.83,6.36,-5,6.28,-1.07,3.48,11.62,6.17,9.51,-1.81,1.21,,-7.42,-7,0.01,2.5,,2.7,-3.21,1.01,3.8,2,1,10.19,-0.5,3.56,-1.42,4.41,-5.08,3,2.75,-0.52,2.1,-5.74,10.07,,2.49,7.8,6.3,2,1,5.3,,0.12,5.8,9.5,3.5,9,4,-1,2.49,2.87,5.8,0.3,0.5,-4,3.88,,0.61,-0.5,,3.55,11.25,5.7,,-2.1,2.01,-0.43,,4.2762660797,38,10,6
Arizona,Baltimore,8,7.54,7,13,9.79,8.79,6.53,9,15.85,9.06,1,15.51,6.62,0.45,12.59,8.52,11.74,7.4,14.73,,16.11,7,11,8,,8.2,6.54,8.63,7.6,8.5,7,4.29,7.51,8.47,4.56,11.8,6.86,8.9,11.87,6.03,8.1,11.84,16.25,,8.38,,10.7,7,6,11.7,,10.51,8.3,6.5,12,13,2,5.6,11.08,9.65,13,5,6,20,3.34,,5.25,12.25,,10.19,12,8.47,,3.4,6.82,5.06,,3.9358456977,18,26,7
Carolina,Philadelphia,3,0.47,1.64,5,-0.62,1.24,0.29,0.01,5.41,-3.68,-4,1.98,5.41,6.56,4.25,-1.26,3.71,2.25,-7.79,,-14.5,0.76,3,3,,1.1,1.66,-0.29,-0.1,3,3.5,-1.98,7.09,-2.73,1.32,6,-1.06,-0.4,11.13,0.43,1.1,7,-5.17,,1.1,,3.9,-1,1,0.6,,2.74,0.4,-1,4,-1,0.01,5.1,-0.7,5.3,-0.65,-0.3,1.5,4,2.79,,6.38,9,,-0.42,5,-5.73,,-1.5,2.14,2.22,,3.9684554339,16,27,7
Detroit,Minnesota,-1.5,-0.86,0.3,-4,2.42,-1.75,7.3,-1,-1.76,-6.27,10,-4.47,-4.4,0.6,-4.54,-5.66,-2.43,-0.84,-5.77,,-5,-11.49,0.01,-1.5,,-3.6,-0.68,-0.97,-0.5,-2.5,-1,-2.95,-3.63,-6.13,-1.8,-3.71,-0.09,-4.3,-4.66,-1.37,0.1,-5.24,-4.67,,-1.8,,-3.5,-1,1,-6.6,,-4.15,-2.8,5,-4.5,-2,6.5,-6.5,0.56,-7.2,-3.75,-6.3,0.5,-7,1.05,,1.15,3.5,,-4.37,2.8,-0.71,,0.1,0.13,0.85,,3.5457791053,28,19,7
Indianapolis,New Orleans,4,4.37,-1.03,4,4.47,4.03,1.73,4,7.86,3.31,1,5.76,8.53,3.81,3.71,-1.09,3.7,4.86,-1.3,,1.2,-7,6,4,,4.2,5.09,3.93,7,4.5,5.5,-1.51,10.27,-0.33,3.17,3.41,5.01,3.3,9.55,3.23,10.6,4.76,1.35,,4,,5.8,4,4,9.6,,1.6,6.6,-6.5,8.5,1,4.5,5.5,6.03,0.89,1.2,-1.9,6.5,4,5.77,,6.28,9,,1.69,0.67,4.66,,5,4.21,6.09,,3.273421796,27,21,7
Jacksonville,Buffalo,-4,-9.42,-11.22,-11,-9.64,-9.18,-1.31,-9,-11.21,-15.59,-6,-14.96,-2.91,-5.79,-6.97,-10.06,-5.84,-9.33,-12.22,,-11.49,-7,-12,-5,,-6.4,-9.29,-9.53,-11.9,-4,-6,-4.51,-16.47,-9.9,-11.3,-8.83,-13.77,-8.4,-6.03,-6.17,-9.5,-3.17,-15.34,,-9.31,,-11.2,-9,-8,-11.4,,-6.8,-13.1,-7,-7,-11,-4,-10.8,-8.7,-9.87,-23.8,-9,-6.5,-11,-1.92,,-7.12,-12.5,,-5.24,-11.5,-6.08,,-7.8,-4.41,-6.67,,3.8667035699,31,34,7
Kansas City,Pittsburgh,3,-3.67,-3.84,-5,-0.21,-3.83,0.72,-3,-0.45,-16.05,1,-6.31,-6.1,-1.61,-4.85,-8.88,-2.84,-3.74,-12.49,,-7.09,-7,-2,1.5,,-3.5,-3.42,-3.86,-4.3,-2,2.5,1.48,-6.98,-9.43,-3.93,-7.06,4.47,-5.1,-3.94,-1.67,-3.7,-8.7,-12.28,,-3.72,,-6.9,2,1,-7.4,,-2.91,-5,3,-0.5,-7,1.5,1,0.57,-8.77,-8.55,-9.1,-2.5,-9,0.49,,-0.83,-0.5,,-4.85,-1,-7.49,,-3.4,-1.07,-0.43,,4.0200862908,13,23,7
Miami,Houston,4,5.44,-2.04,5,1.17,4,-0.52,6,3.06,7.58,-3,1.78,7.54,2.27,4.77,5.09,4.25,5.29,11.97,,7,-7,2,4,,2.6,5.28,5.57,5.4,4,5.5,-3.06,-0.43,4.07,2.29,4.75,0.34,0.7,4.96,6.13,5,8.14,8.87,,4.76,,7,3,3,6.6,,4.89,4.9,8,6,7,-1.5,1.4,5.79,4.08,3.65,4,5.5,6,3.62,,1.56,-0.75,,5.24,1.27,9.35,,5.3,3.17,2.95,,2.9877662801,26,44,7
N.Y. Giants,Dallas,3,2.45,0.97,4,-1.59,3.34,8.03,4,8.63,0.49,-10,8.15,0.87,0.49,7.28,5.75,6.14,1.97,10.74,,9.5,1.24,1,3,,5.2,2.09,2.68,-1.1,3.5,6,7.31,0.95,4.27,0.43,4.87,0.73,4.8,6.81,3.53,0.3,9.12,5,,3.67,,5.7,2,1,4.6,,2.49,-0.9,5.5,6.5,4,0.01,5.2,1.21,3.82,4.4,1.9,4.5,9,1.84,,3.11,4.25,,5.01,4.97,4.81,,0.01,2.35,2.01,,3.3508717813,20,27,7
New England,N.Y. Jets,7.5,8.19,6.97,9,14.85,9.51,5.35,12,12.54,9.41,16,9.45,5.88,18.78,3.32,9.18,4.12,8.63,7.52,,-0.43,13.84,18,7.5,,9,9.42,7.3,12.9,8.5,9.5,6.62,20.63,1.67,8.78,8.62,14.01,9,7.21,10.43,12.6,7,6.85,,9.35,,10.8,11,15,12.8,,9.82,12.6,10,10.5,9,2,6.4,6.96,4.97,13.65,6.8,9.5,8,12.59,,9.48,11.75,,4.35,12.8,9.29,,11,9.67,10.71,,3.9444138967,23,30,7
San Diego,Oakland,3.5,5.13,1.97,5,8.97,4.91,0.59,6,6.42,3.07,7,5.06,7.23,1.69,2.68,2.54,2.73,4.74,3.34,,5.78,2.87,8,3.5,,3.9,4.8,5.33,9.3,3.5,5.5,2.39,6.6,1.97,5.51,3.43,5.85,3.8,3,6.34,5.7,-0.57,4.86,,5.03,,4.5,7,8,6.5,,4.89,9.8,3,3.5,7,3.5,4.4,5.98,1.47,2.85,3.7,6,2,2.98,,6.2,7,,3.86,3.27,5.26,,6.9,5.8,5.81,,2.0171595163,37,29,7
San Francisco,Seattle,-6.5,-5.14,-6.21,-2,-4.72,-3.97,-7.55,-3,-2.47,-6.3,-7,-3.16,-9.88,-1.2,-4.7,1.61,-2.95,-3.51,-3.37,,9,6.07,-9,-6,,-4.6,-3.5,-6.28,-5.9,-6.5,-4,-8.04,-1.33,-0.33,-5.02,0.93,-10.68,-3.1,-0.07,-4.17,-6.8,3.82,-4.28,,-3.75,,-2.1,-5,-7,-4.1,,-3.1,-5,-3.5,-3,-5,-3.5,-6.1,-5.4,0.47,-2.6,-2.5,-5.5,-12,2.16,,0.34,-1.75,,-3.33,-3.67,-2.35,,-5.6,-3.73,-3.77,,3.3351330452,20,3,7
St. Louis,Cleveland,6.5,4.13,4.85,5,5.14,4.56,0.19,6,8.91,7.85,13,7.33,9.1,4.11,0.33,3.98,1.24,4.28,4.03,,-1.58,8.54,10,6.5,,4,4.34,4.02,4.4,6,5.5,5.85,10.64,1.87,2.39,6.18,6.07,3.4,3.21,4.13,6.4,1.49,5.88,,4.33,,8.3,2,3,6.6,,4.37,3.5,1.5,4.5,7,0.5,1.5,5.81,2.35,7,3.3,5.5,-2,3.27,,4.89,11,,3.7,-4.7,2.9,,5.6,4.32,4.58,,3.0669104929,6,24,7
Tennessee,Atlanta,-5.5,-6.83,-7.75,-11,-8.37,-7.29,-1.55,-8,-11.4,-9.87,-7,-8.77,-2.12,-2.41,-2.94,-12.31,-2.05,-7.41,-11.81,,-7,-9.15,-13,-5.5,,-6.2,-7.56,-6.55,-4.3,-4.5,-5.5,-0.16,-15.9,-11.03,-8.06,-10.53,-6.33,-8.5,-9.22,-9.07,-4.4,-7,-11.74,,-7.49,,-11,-5,-7,-11.8,,-5.4,-4.4,-8,-5,-11,-1.5,-7.6,-7.27,-10.09,-8.55,-8.4,-4,-10,-2.54,,-11.52,-10,,-4.34,-6.1,-5.78,,-6.2,-4.03,-3.98,,3.4053414175,10,7,7
Washington,Tampa Bay,3,7.46,1.76,7,2.79,6.46,-2.22,7,9.02,12.95,-1,12.78,0.8,3.73,4.9,12.96,4.17,6.8,14.35,,7,14.38,7,3.5,,5.6,6.31,8.22,6.1,3.5,4,11.31,4.57,10.87,4.21,6.65,3.12,7.7,3.21,6.73,4.8,6.51,15.62,,6.21,,12.6,8,6,11.1,,3.14,6.5,6.5,4.5,15,3,2.8,5.41,7.39,11.3,7.2,4.5,6,5.02,,4.57,9,,6.92,-0.5,11.04,,5.9,3.91,4.32,,3.9125801737,30,31,7
Atlanta,Tampa Bay,7.5,11.94,9.04,16,9.98,10.63,3.49,12,9.8,14.05,9,15.81,5.34,5.78,10.33,10.24,9.31,12.16,13.68,,9.93,7.53,13,8,,8.7,11.77,11.97,10.5,9,7.5,8.73,12.13,11.77,9.62,14.26,9.29,10.5,13.68,12.43,9.5,13.11,15.92,,10.41,,14.6,11,12,7.9,,7.6,11.2,10,11.5,18,4.5,7.8,11.71,11.46,15.55,7.7,9.5,15,7.94,,9.58,12.5,,8.6,6.24,11.58,,12.4,8.39,8.32,,3.0117897151,23,20,8
Baltimore,San Diego,3.5,3.96,5.54,2,7.98,4.07,2.24,5,4.4,2.46,6,3.82,5.59,0.54,3.4,6.01,3.46,3.43,5.07,,6.7,-5.69,7,3.5,,2.8,3.54,4.26,7.1,3,4.5,5.16,5.09,2.77,4.51,2.2,2.6,2.5,1.53,5.53,5.9,1.96,4.27,,4.26,,8.7,4,7,7.1,,1.61,7.3,4.5,1.5,4,3,-3.3,5.51,0.61,6.2,2.8,6,1,0.57,,2.85,3,,3.55,1.43,4.64,,4.6,4.9,4.76,,2.1468703999,26,29,8
Carolina,Indianapolis,6.5,7.01,7.2,13,5.87,8.76,7,7,8.2,10.1,-5,10.14,2.9,9.76,10.99,14.11,9.19,7.33,12.38,,15,10.41,10,6.5,,7.5,6.75,7.08,6.9,7,6.5,9.69,12.64,12.07,8.24,13.13,9.66,8.5,14.12,9.83,7,7,12.06,,8.24,,15.5,7,6,12.6,,5.46,8.4,13.5,7.5,13,1.5,5.1,2.35,13.46,14.05,12.8,4,14,5.17,,8.61,7,,7.37,8,6.57,,14.2,6.57,4.75,,3.9143692805,26,29,8
Chicago,Minnesota,-1.5,-3.31,-3.65,-4,-3.24,-3.43,-1.3,-3,-7.3,-5.98,3,-8.52,1.41,-0.99,-5.52,-4.64,-3.18,-2.76,-5.5,,-3.96,1.86,-6,-1.5,,-3.1,-2.82,-3.65,-5.6,-1,-1,-2.97,-6.72,-4.73,-4.87,-2.69,-5.5,-4.2,-2.43,-3.87,-3.9,-2.97,-5.17,,-3.76,,-1.9,-5,-4,-6.5,,-4.46,-6.7,-1,-4,-1,4.5,-2.8,-1.29,-5.21,-1.4,-5.5,-2,-9,2.36,,-2.02,-4.5,,-1.53,1.33,-5.41,,-5.5,-3.13,-2.78,,2.6593217563,23,20,8
Cleveland,Arizona,-6,-7.41,-6.83,-10,-6.86,-7.11,3.29,-6,-11.5,-12.94,-5,-12.75,-6.9,-0.1,-7.35,-5.38,-6.04,-6.68,-14.43,,-10.78,-4.57,-11,-6,,-5,-5.95,-8.51,-9.1,-4.5,-5,-5.07,-6.31,-8.93,-7.04,-6.83,-6.82,-6.1,-4.7,-5.77,-9.2,-11,-13.17,,-6.85,,-7.3,-8,-6,-8.2,,-6.55,-9.7,-3.5,-5,-11,1,-5.8,-8.89,-7.8,-7.9,-7,-3.5,-16,0.28,,-2.71,-11,,-6.4,-9.71,-6.06,,-6.8,-5.18,-5.07,,3.4658031533,34,20,8
Dallas,Seattle,-4.5,-3.49,-8.19,-3,-4.98,-3.75,1.54,-1,-7.7,-6.28,-2,-3.43,-10.06,-1.09,-3.67,-5.71,-1.88,-2.25,-10.38,,-10.86,-7,-4,-4.5,,-5.6,-2.41,-4.26,-0.7,-6.5,-5,-4.98,-6.97,-4.33,-5.95,-0.65,-6.35,-5.2,1.39,-3.77,-1.4,-0.57,-4.11,,-3.8,,-3.8,-5,-1,-7.6,,-4.37,-0.7,-4,-3.5,-3,4,-4.2,-2.97,-3.15,-1,-3.8,-4.5,-3,2.97,,-0.79,-5,,-4.13,0.17,-5.37,,-3,-2.11,-4.1,,3.0049020966,13,12,8
Denver,Green Bay,-3,0.38,4.14,1,3.37,0.35,4.89,1,-2.9,-2.3,8,-1.94,-0.97,-0.34,0.9,0.4,0.68,0.89,-1.92,,1.92,-1.35,2,-2,,-0.8,1.32,0.09,0.6,-3,0,1.22,0.01,-3.93,-0.22,0.67,-4.39,1.5,4.2,2.03,0.5,6.11,-2.79,,0.39,,1.7,0.01,1,-0.6,,1.2,0.4,0.01,1.5,0.01,9.5,-3.5,-0.15,-1.42,0.05,-2.5,0.5,-5,0.13,,2.27,-1.5,,1.61,-2.17,-1.58,,-0.8,1.79,1.17,,2.5321755178,10,29,8
Houston,Tennessee,3.5,4.99,-2.53,5,5.68,4.16,1.17,7,4.3,-0.45,8,-1.53,1.1,2.07,1.56,4.63,1.76,5.76,0.66,,-0.04,-4.99,12,3.5,,6.9,6.77,4.26,5,,4.5,6.65,11.94,0.77,5.02,3.73,9.69,6.9,5.04,6.13,6.6,5.86,-0.15,,4.81,,8,5,8,8.7,,3.7,4.4,-2.5,5,2,6.5,1.8,5.15,2.95,2.8,2.3,5.5,1,4.03,,6.09,5.5,,0.23,4.17,0.01,,3,5.6,6.7,,3.1577518777,6,20,8
Kansas City,Detroit,3,3.91,5.5,8,4.46,5.11,4.44,3,3.2,5.31,7,6.12,7.6,-0.16,3.12,7.91,2.68,3.85,7.12,,1.93,2.14,6,3,,5.6,4.11,3.83,1.2,4.5,3.5,10.72,8.52,5.6,4.29,3.73,4.71,5.1,3.11,7.63,3.9,1.47,6.28,,4.48,,12.1,4,3,9.8,,3.82,2.5,4.5,5,11,0.01,-1.6,3.71,5.89,15.3,6.2,2.5,8,4.19,,1.7,3.5,,5.33,5.57,4.29,,6.7,5.77,2.57,,2.93463327,10,45,8
New England,Miami,7.5,10.98,13.55,17,12.62,13.21,10.54,12,19.4,16.1,14,20.25,4.04,16.5,8.93,15.11,8.65,11.43,9.15,,9.07,-0.21,19,8.5,,10.2,10.92,10.91,15,7.5,8,12.81,26.28,12.47,11.96,15.18,14.34,13,12.77,14.53,13.8,7,17.27,,12.79,,15.9,11,15,14.8,,8.25,15.9,11.5,10.5,19,5,15.1,10.63,12.45,19.95,14.7,10,17,10.34,,16.31,20.5,,10.33,13,7.48,,16.9,10.6,10.83,,4.0403989951,7,36,8
New Orleans,N.Y. Giants,3,0.55,1.13,0.25,2.67,1.27,1.31,3,-2.3,-0.81,-3,-3.45,1.09,1.91,-0.03,2.14,0.59,0.35,2.54,,13.63,-1.6,1,3,,2.4,0.69,0.52,1.1,3,3.5,4.04,2.55,-2.03,0.96,1.22,-2.94,1.7,1.21,3.13,-1.4,2.88,-0.09,,1.1,,1.8,1,1,2.7,,0.46,1.1,7.5,1,4,4.5,-2.5,2.95,-1.69,0.45,2.2,3,-4,2.07,,4.4,-5,,0.86,1.29,6.51,,2.1,1.46,1.83,,2.7062752511,49,52,8
Oakland,N.Y. Jets,-3,-3.1,-4.2,-4,-4.54,-3.6,0.74,1,-8.7,-7.9,-1,-6.59,0.92,0.92,-3.17,-3.45,-1.71,-2.22,-5.86,,-3.45,-7.48,-4,-3,,-1.9,-1.27,-4.14,-5,-3,-1.5,-7.49,-1.59,-7.63,-4.96,-2.48,-5.88,-2.4,0.33,-1.07,-2.2,4.95,-9.33,,-3.73,,-4.3,-4,-3,-5,,-5.6,-6.5,-2,-0.5,-9,-1,-6.7,-6.07,-5.07,-4.05,-5.1,-3,-6,1.83,,1.83,-10.5,,-3.39,0.67,-6.34,,-5.8,-1.78,-1.36,,2.8377679768,20,34,8
Pittsburgh,Cincinnati,0,-0.12,2.4,-3,0.83,-0.66,4.2,0.01,2.2,-1.65,13,-1.31,-3.32,0.71,0.18,-2.76,0.74,-1.01,-2.35,,-1.78,3.3,1,0,,-1.9,-1.29,0.56,0.7,1,-3,2.45,-4.33,-3.53,-0.21,-3.07,1.25,-1.9,-4.51,-0.27,-0.3,-7,-1.29,,-0.79,,-1.7,-2,2,-2.5,,-0.58,0.1,3.5,0.5,-1,1,-5.5,-1.29,-5.39,-3.2,-1.9,2.5,-7,-2.03,,-2.56,5.5,,-0.57,-5.76,-2.79,,-0.4,1.37,2.12,,2.942032888,16,10,8
St. Louis,San Francisco,8,6.7,9.87,6,6,7.53,0.38,6,6.1,11.22,10,10.22,11.18,3.75,8.86,8.34,7.6,5.39,8.3,,16.16,7,11,8,,8.4,5.43,7.6,4.2,9,7.5,10.62,12.68,5.57,5.18,8.27,5.27,8.3,7.83,6.43,7.4,-2.05,11.7,,7.5,,10,4,8,12.9,,4.36,4.4,11,9.5,11,3,5.5,7.1,5.76,9.7,6.2,8,11,2.64,,2.9,4.5,,6.4,5.29,10.57,,8,6.24,4.67,,3.00641416,6,27,8
Buffalo,Miami,3,2.98,5.13,5,4.48,3.66,-0.9,2,8,7.84,-1,7.79,0.98,4.44,5.12,0.72,4.59,3.04,1.97,,-11.52,-8.29,5,3,6.65,3,2.03,3.96,3.6,3,3,8.15,5.88,2.77,3.05,3.68,9.04,3.1,0.8,3.94,2.8,0.25,5.97,,3.64,,4.6,4,6,0.7,,-0.01,3.5,6,2.5,7,4.5,-1,6.16,2.5,5.3,4.8,2.5,7,3.52,,3.75,11.5,,1.89,5.14,1.01,,3.5,4.41,2.84,,3.022635444,17,33,9
Carolina,Green Bay,-3,-0.82,6.64,2,-0.82,1,11.36,0.01,-2.3,2.59,1,-0.69,-5.11,-1.16,3.66,0.97,3.26,-0.63,3.83,,-1.82,9.29,2,-2,2.17,-0.2,-0.71,-0.96,-1,-2.5,-1.5,3.14,1.04,-0.03,0.68,3.75,-3.63,2.1,3.38,0.54,0.01,7.96,1.92,,0.82,,4.9,0.01,-2,4.4,,-2.09,0.3,4.5,1.5,5,3.5,-2,0.98,1.54,3.7,1.7,0.5,2,-4.69,,-0.04,-2.5,,2.1,4.43,5.09,,-2.1,1.47,0.12,,2.8756826892,29,37,9
Cincinnati,Cleveland,13,14.27,16.66,20,12.81,13.92,11.86,14,15.4,12.5,14,17.36,8.54,12,12.94,15.92,10.82,14.99,7,,12.57,7,17,13,20.13,13,15.09,13.53,14,11,10.5,12.01,25.07,15.37,15,18.12,10.05,15.5,16.6,14.84,16,7,17.48,,14,,17.6,13,12,20.2,,9.44,15.3,10.5,13.5,19,5,11.1,11.62,15.49,17.9,14.7,11.5,20,11.23,,14.02,13,,11.31,9.41,14.37,,12.7,10.8,12.23,,3.5391675876,10,31,9
Dallas,Philadelphia,-3,-0.84,-4.27,-2,-0.37,-1.83,0.08,0.01,-2.3,-2.38,-2,-2.72,0.85,2.43,-3.33,-4.21,-1.31,0.09,-12.45,,-9,-6.4,1,-3,-2.52,-3.7,-0.44,-1.28,1.9,-3,-1.5,-5.19,-1.24,-3.53,-1.17,-1.17,-2.97,-4.9,0.8,-0.76,1.1,-7.31,-4.14,,-1.64,,-2.2,-3,2,-3.5,,-4.93,1.1,-3,-1.5,-3,2,-5.9,-4.55,-2.75,-2.55,-3.1,-1.5,-3,3.47,,2.03,0.01,,-1.78,-1.86,-6.42,,0.7,0.13,-0.28,,2.730257519,33,27,9
Indianapolis,Denver,-4,-6.84,-9.13,-12,-4.99,-6.17,-3.93,-5,-1.6,-8.74,-1,-6.51,-7.9,-9.88,-5.49,-10.37,-2.99,-7.84,-6.85,,-14.31,-16.18,-6,-4,-11.61,-4.5,-8.12,-6.14,-5.1,-5,-3,-4.2,-9.91,-10.23,-7.78,-8.96,-6.41,-6.1,-8.94,-4.76,-5.1,-7,-8.36,,-6.14,,-11,-6,-4,-5.2,,-8.24,-4.9,-9,-2.5,-7,-1,-5.2,1.04,-11.41,-7.45,-10,-1,-9,-7.72,,-4.92,-2,,-6.31,-0.38,-0.67,,-3.1,-3.34,-2.73,,3.2339285605,24,27,9
Minnesota,St. Louis,1.5,2.79,3.87,3,3.97,2.7,6.26,4,5.9,0.94,4,2.21,-1.49,2.23,4.7,1.6,4.04,3.11,0.27,,6.39,15.92,0.01,1.5,2.59,2.6,3.53,2.06,7.1,2.5,3,1.36,-1.49,0.47,4.7,2.95,5.99,2.7,5.45,4.44,4.4,6.28,-1.31,,2.75,,3.4,5,2,-0.5,,-3.71,7.8,1,4,-2,3.5,1.9,1.98,2.27,-0.45,4.1,2.5,2,2.46,,5.92,4,,2,3.71,-0.5,,4.2,2.27,3.11,,2.3950974517,18,21,9
N.Y. Jets,Jacksonville,8,10.98,10.4,12,11.24,11.13,12.26,9,15.8,18.83,7,15.59,10.92,5.79,11.48,13.42,9.38,10.73,12.1,,12.3,14.23,11,8.5,15.99,5.6,9.8,12.26,13.7,8,7.5,10.92,13.46,12.57,12.17,10.86,11.9,8.7,9.57,10.64,14.6,3.67,16.74,,10.99,,13.7,11,7,13.1,,2.39,15.4,13,10.5,15,7,7.1,9.44,11.17,15.3,12.8,10,17,6.78,,5.92,14,,10.65,5.57,9.95,,9.8,8.46,7.55,,3.1814676907,23,28,9
New England,Washington,14,15.41,13.32,19,19.41,17.13,13.16,17,17.3,22.13,15,18.41,23.34,22.32,13.37,16.21,12.22,15.51,7,,12.69,7,24,14,20.17,14.6,15.19,15.63,20.6,14,13.5,10.43,30.18,14.47,18.81,17.1,20.33,15.3,14.44,19.54,21.3,7,21.05,,16.27,,16.5,15,22,24.6,,13.02,21.3,15.5,15.5,21,6.5,13,14.65,14.08,19.55,14.9,16,27,12.88,,16.34,17.5,,14.79,16.43,16.67,,17.1,15.19,16,,4.300228136,10,27,9
New Orleans,Tennessee,7.5,9.78,6.36,13,10.89,9.15,11.46,12,6.4,7.65,7,6.68,14.14,3.49,5.23,12.08,4.51,9.72,10.68,,12.18,5.53,14,7.5,11.34,10.1,11.31,8.42,8.9,9.5,7,9.22,18.9,7.87,10.02,12.46,5.52,12.3,8.65,9.84,6.8,13.11,9.48,,9,,13,7,12,16.9,,6.23,9.5,8.5,9,14,8.5,1,7.56,9.83,8.75,9,8,3,5.9,,11.23,2.5,,5.55,10.77,5.51,,9,7.42,8.22,,3.2665134987,34,28,9
Pittsburgh,Oakland,4.5,6.21,4.99,5,10.67,6.32,4.32,5,12.5,9.03,12,8.26,7.48,4.15,4.66,1.59,4.32,6,6.63,,0,9.52,10,4.5,6.66,3.7,5.15,7.37,11.6,4,7,7.25,4.66,3.17,6.59,4.08,9.06,2.9,5.13,5.94,8.3,0.12,6.27,,6.29,,6.3,6,11,2.9,,3.38,11.7,9,6.5,7,3,8,11.19,2,6.25,4.1,7.5,1,3.18,,6.94,16.5,,3.27,-2.43,6.6,,8.4,7.13,5.55,,2.9608089096,35,38,9
San Diego,Chicago,4.5,5.02,4.07,4,6.3,4.75,2.18,5,4.7,4.29,4,5.62,6.42,0.82,5.76,2.98,5.17,4.8,6.46,,0.78,5.14,7,4.5,6.42,2.9,4.1,5.9,6.6,4,4.5,5.54,4.06,2.97,4.93,2.85,5.37,2.2,1.11,6.54,7,-2.68,6.16,,5,,4.6,6,8,4.2,,5.43,6.1,5,3.5,5,5.5,-1.5,7.57,2.04,5.1,5.4,5,6,3.26,,3.98,5,,-1.12,5.88,9.39,,7.2,5.81,4.61,,2.0015351622,22,19,9
San Francisco,Atlanta,-7,-3.68,-8.69,-6,-0.59,-4.07,-1.85,-3,0.01,-5.38,-3,-6.16,-1.44,3.38,-8.74,-1.39,-6.04,-3.29,-7.68,,-7,5.52,-2,-6.5,-4.86,-3.3,-2.85,-4.73,-0.8,-7,-3,-6.6,-0.18,-4.33,-1.85,-4.47,-2.66,-2.1,-9.31,-1.86,-2.6,-3.5,-7.88,,-3.3,,-2.6,-4,-2,-0.3,,-6.2,-1.4,-6.5,-6,-9,-7,-6.4,-9.23,-6.37,-5.4,-2,-6.5,-13,1.99,,0.58,0.5,,-5.92,-11,-10.72,,-1.3,-2.26,-0.11,,3.3550717175,16,17,9
