Home,Road,line,linesag,linepz,lineARGH,linekam,lineavg,linepasteur,linepig,linenutshell,linecpa,lineexcel,linemore,linedunk,linecpa2,linepyth,lineelo,lineeff,linesaggm,linel2,linebmc,linel1,linel2h,linefox,lineca,linebihl,lineesp2,linesage,linesagp,linepi,linemidweek,lineopen,linemds,linecurry,linejohns,linemass,linecoff,linetalis,lineesp,lineturner,linedonchess,linepim,linelog,linepugh,lineshark,linemed,linekerns,linejens,lineash,lineffw,lineburd,linemrr,linedok,linepib,linest,linecovers,lineround,lineclean,linewhatif,lineespn,linerwp,linedwig,lineps,linegametime,lineshadow,linedoi,linexwp,linelinx,linecombo,linegirl,linestjohn,lineppg,linel2to,linelock,linefeng,lineiron,linekalin,linenseye,linestd,rscore,hscore,week
Buffalo,Houston,3,3.52,0.49,3,7.56,3.66,4.61,4,5.5,3.74,-1,6.93,4.47,2.25,3.68,3.68,3.48,3.31,4.52,,-4,6.97,7,3,,2.4,2.31,4.13,5.4,3,3,4.67,6.33,2.26,1.28,2.42,4.92,1.8,2.23,5.6,4.8,0.88,4.92,,3.7,,5.2,5,6,7.2,,3.44,4.7,6,2.5,5,2.5,3.5,5.51,0.52,3.2,0.4,3.5,2,4.36,,1.42,7,,1.67,5.09,3.71,7.09,3.1,4.27,2.44,,2.081848262,21,30,13
Chicago,San Francisco,7,7.39,5.33,9,3.92,8.27,5.12,9,8.4,11.82,1,7.39,11.87,1.8,8.77,11.45,7.86,6.2,8.72,,14.66,11.7,8,7,,7.5,7.22,7.59,7.1,7,7,9.57,14.22,7.46,9.08,8.63,7.02,8.1,4.71,9.7,8.7,6.32,10.94,,8.05,,12.8,6,6,14.6,,8.38,8.2,10.5,8.5,11,7.5,4.4,13.28,7.36,11.55,6.8,8.5,12,7.86,,2.73,6,,7.71,9.18,7.86,0.37,5.8,5.71,6.12,,3.0383360776,26,20,13
Cleveland,Cincinnati,-8,-11.18,-10.66,-15,-11.85,-10.83,-2.75,-8,-8.7,-19.15,-2,-12.24,-12.87,-5.99,-8.82,-12.25,-6.19,-11.71,-15.76,,-7,-10.36,-12,-8,,-9,-10.95,-11.35,-11,-9.5,-7.5,-8.36,-17.94,-13.84,-14.55,-13.49,-11.76,-11.1,-8.19,-13.59,-13,-13.95,-15.97,,-11.14,,-12.7,-11,-9,-15.7,,-8,-12.8,-10,-8,-19,-1,-14.2,-8.54,-12.07,-13.35,-12.5,-7.5,-18,-6.21,,-5.77,-9,,-8.03,-5.64,-11.42,-4.77,-9.3,-8.11,-9.28,,3.9341968997,37,3,13
Detroit,Green Bay,-2.5,-4.76,1.22,-5,-1.83,-2.8,4.17,-1,0.2,1,4,-4.49,-6.16,1,-3.56,-2.31,-1.77,-5.2,-4.55,,-3,0.28,-3,-2.5,,-1,-4.15,-5.07,-2.8,-3,-3,-4.51,1.22,-5.84,-5.11,-2,-3.73,1,-4.34,-3.7,-3.2,-2.62,-4.93,,-3,,-2.2,-3,-3,2.4,,-3.12,-3.3,-3,-2,-6,3,-10.5,-3.23,-5.44,-3,-5.1,-2.5,-8,-5.32,,-0.58,-2,,-3.43,-0.91,-1.04,-6.22,-4.3,-1.99,-1.64,,2.8173671777,27,23,13
Miami,Baltimore,4,-0.2,-3.31,0.25,-2.37,-0.16,-3.04,3,3.4,-2.56,-2,-0.04,-2.04,1.82,0.25,-1.39,0.85,0.8,-1.07,,-2,-12.32,0.01,3,,1.2,0.26,-0.43,-0.6,4,3.5,0.34,-4.51,-2.14,-2.19,0.07,-1.98,-2.1,5,-0.2,0.8,1.95,-2.77,,-0.35,,1.2,-1,-1,-2.4,,1.59,-0.8,1,5,1,-0.5,2.5,2.37,-1.04,3.2,-3,5,-2,-0.01,,1.93,5.5,,1.01,-1.09,-2.82,-0.5,-1.7,-0.27,-0.56,,2.1176380543,13,15,13
Minnesota,Seattle,-1.5,-0.68,1.17,3,-2.29,0.76,3.05,2,-0.3,0.06,1,2.41,-2.69,2.36,2.85,2.22,2.95,0.03,-0.71,,5.66,-3.57,-3,-1,,0.5,0.49,-1.28,0.2,0,0,1.11,2.7,0.66,0.15,3.87,-2.73,1.1,7.11,0.51,-0.1,3.77,0.52,,0.51,,3.7,0.01,-2,1.1,,0.06,1.4,0.01,2.5,2,-2.5,2.8,0.06,2.18,0.4,1.8,-0.5,1,0.74,,3.51,1,,-0.31,-1.27,0.6,1.48,-1.8,-0.39,-0.61,,1.9879952007,38,7,13
N.Y. Giants,N.Y. Jets,-1.5,1.07,-2.53,-3,2.51,1.36,2.42,5,7.3,1.56,4,1.97,3.57,0.7,1.03,2.82,1.62,1.24,0.57,,-2,-3.61,4,-1,,-0.1,2.36,0.42,0.1,-2.5,0,0.7,4.5,-0.94,-0.06,1.34,0.78,1.9,3.55,0.4,-0.5,0.54,-1.14,,1.05,,2,0.01,5,4.8,,-1.12,0.5,0.5,1,-1,1,1.8,-1.97,-0.89,1.85,0.9,1,-3,2.47,,4.66,5.5,,-1.94,3.36,-1.51,1.07,3,3.21,2.61,,2.1240553156,23,20,13
New England,Philadelphia,8,14.04,15.09,20,13.44,14.73,6.76,14,15.5,22.05,7,15.97,19.68,10.68,11.87,14.73,10.39,14.03,16.39,,13,7,19,9.5,,13.2,14.56,13.8,16.9,9.5,9.5,11.33,22.76,13.56,14.28,18.89,10.52,16.5,16.05,15.4,17.4,14.96,20.4,,14.16,,16.9,12,16,28.1,,13.44,16.3,14,11.5,23,4.5,9.7,10.21,12.32,18.75,11.4,13,20,11.73,,17.19,15,,11.83,11.45,15.24,3.64,10.6,12.86,13.16,,4.3938457582,35,28,13
New Orleans,Carolina,-6.5,-9.38,-10.65,-17,-7.54,-10.06,0.05,-8,-7.9,-16.51,-4,-11.19,-4.53,-11.79,-7.87,-14.64,-6.27,-9.71,-12.24,,-12,-9.34,-15,-7,,-10.2,-10,-9.22,-12.5,-7,-6,-5.75,-21.93,-12.54,-12.35,-12.26,-15.17,-13.4,-8.91,-9.09,-15.1,-7,-15.45,,-9.49,,-13,-9,-7,-23.5,,-6.8,-14.9,-6,-6.5,-17,1.5,-10.5,-8.67,-12.1,-13.4,-9.6,-8,-16,-1.83,,-9.04,-6,,-8.22,-4.45,-7.44,-3.71,-3.4,-8.36,-7.87,,4.7617094728,41,38,13
Oakland,Kansas City,-3,-6.24,-3.83,-6,-9.93,-5.42,-1.18,-6,-4.1,-14.84,-5,-6.04,-12.16,-3.09,-2.01,-7.05,-0.79,-4.91,-1.71,,1,3.65,-12,-3,,-6.7,-5.73,-6.53,-6.7,-3,-3,-6.35,-10.89,-5.14,-7.73,-3.87,-9.58,-10.4,0.01,-3.6,-5.4,-1.68,-8.62,,-5.36,,-3.9,-8,-9,-14.7,,-6.73,-7.3,-6.5,0.01,-9,0.5,-2.4,-4.37,-3.78,-4.3,-4,-4.5,-1,0.02,,-2.77,-3,,-5.59,-0.09,3,-4.98,-4.4,-5.8,-5.31,,3.7642370543,34,20,13
Pittsburgh,Indianapolis,8,4.98,4.25,5,6.82,4.62,4.18,2,1.4,3.35,6,7.59,2.46,0.6,5.97,2.99,5.19,4.61,7.36,,7,6.63,6,7,,3.5,3.01,6,5.1,7,7,3.03,0.45,6.46,4.52,4.72,6.71,-0.01,4.23,5.8,4.3,1.61,8.52,,4.6,,7.9,4,5,1.1,,8.37,3.8,8.5,5.5,5,2.5,3.6,5.23,4.45,6.4,4.1,6,6,6.26,,1.8,3.5,,5.87,3.55,6.03,9.02,3,4.59,3.56,,2.072680638,10,45,13
San Diego,Denver,-5.5,-7.65,-6.07,-11,-6.75,-6.24,-1.32,-7,-1.1,-11.85,-6,-6.56,-7.98,-5.64,-3.62,-7.56,-1.85,-8.9,-1.61,,-7,-3.26,-9,-5.5,,-6.1,-9.04,-7.07,-5.9,-4,-4.5,-5.9,-12.71,-7.14,-9.01,-8.53,-7.2,-8.2,-9.54,-4.5,-5.1,-8.94,-8.42,,-6.09,,-5.2,-6,-6,-8.8,,-5.18,-6,-7,-5.5,-15,-2,-10.5,-1.01,-8.3,-8.15,-7.5,-3.5,-6,-4.35,,-5.19,0.01,,-5.19,1.27,0.37,-5.94,-4.9,-4.8,-2.83,,3.0648444901,17,3,13
St. Louis,Arizona,-4.5,-7.05,-4.81,-9,-3.23,-6.78,-0.96,-7,-4.9,-11.18,1,-7.23,-7.8,-4.61,-6.65,-7.61,-4.48,-6.9,-11.07,,-8,-11.76,-8,-5,,-6.5,-7.61,-6.82,-10,-5.5,-6,-3.97,-8.13,-6.84,-7.69,-6.54,-7.5,-7.6,-5.24,-4.3,-9,-12.94,-9.74,,-7.03,,-7.2,-8,-2,-9.8,,-5.8,-10.8,-8,-6.5,-11,-4,-10.8,-7.88,-7.05,-6.35,-6.1,-3,-12,-3.67,,-4.92,-2,,-6.41,-13.36,-7.67,7.06,-4.1,-4.8,-4.54,,3.1583873159,27,3,13
Tampa Bay,Atlanta,-1.5,-0.9,-2.65,-1,-3.76,0.65,2.41,4,4.2,-0.25,-8,-0.98,6.1,0.68,-0.52,4.17,0.43,-1.78,-1.06,,1,-9.08,2,-1.5,,3.1,0.68,-1.76,1.1,1.5,1,1.08,4.39,-1.74,-1.19,1.27,-1.72,4.2,1.9,-0.5,2.1,1.17,-1.08,,0.52,,3.1,-3,1,9.5,,-0.87,2.6,3,4.5,-1,0.5,-3.6,0.16,-1.49,2.85,-1.2,0.5,-3,-1.44,,4.22,3,,0.54,0.91,-2.85,3.38,-1.4,1.1,1.68,,2.8971768527,19,23,13
Tennessee,Jacksonville,2,0.47,-0.75,-2,0.21,0.51,1.27,3,-0.4,-2.17,1,2.91,4.46,-5.7,3.01,0.83,2.97,-0.06,-0.57,,-2,1.9,0.01,2,,0.1,-0.1,0.67,2.4,2.5,2,1.7,1.06,-0.54,-1.58,-1.36,-0.92,-2.4,-0.69,0.2,0.1,-3.73,0.81,,0.55,,-0.3,1,1,1.4,,1.01,2.5,3,2.5,-1,1,-2,2.7,-2.24,2.1,0.4,3,1,-0.59,,0.63,2,,1.16,-1,0.01,-5.63,1.4,1.63,0.21,,1.9981478035,39,42,13
Washington,Dallas,3.5,2.44,1.07,6,-2.4,2.88,1.01,2,5,5.63,-11,5.81,6.4,7.3,5.18,4.35,4.51,2.33,5.73,,1,11.6,3,3.5,,4.5,3.12,2.07,-1.6,4.5,5,5.85,6.19,3.16,1.77,6.75,-2.48,5.1,4.91,1.81,-0.4,7.22,5.53,,3.04,,6.2,1,-1,5.5,,2.72,-0.7,5.5,5,7,1.5,-1,0.9,4.3,4.9,2.9,5,1,0.98,,2.21,5,,3.08,5.36,2.64,9.87,-3.2,1.25,0.92,,3.2694951399,19,16,13
Arizona,Minnesota,10.5,8.56,6.67,9,12.04,9.25,4.78,11,5.9,10.83,10,10.41,5.52,1.81,9.63,10.82,8.37,8.26,13.88,,11.62,10.21,16,10.5,,7.8,8.38,9.84,12.1,10.5,7,4.94,9.81,6.84,7.38,8.97,5.08,8.2,7.09,8.42,12.7,9.13,13.41,,8.56,,12.5,9,12,16.8,,7,12,14,8,13,8.5,4.5,12.22,6.06,12.95,7.1,,10,6.58,,7,6,,7.37,14,12.39,13.34,7.9,9.74,8.43,,3.0717329988,20,23,14
Baltimore,Seattle,-12,-6.81,-6.73,-7,-3.29,-6.25,-2.13,-6,-6.9,-14.1,-5,-5.15,-11.38,-5.78,-2.44,-8.38,-1.06,-6.18,-8.11,,-8.09,-10.43,-10,-11,,-7.5,-7.19,-6.35,-5.4,-6,-10,-3.5,-12.55,-7.36,-9.26,-6.57,-10.56,-9,-1.88,-5.28,-5.6,-7.53,-8.95,,-6.35,,-8.8,-5,4,-14.8,,-6.86,-6.3,-6.5,-6.5,-11,2.5,-4.2,-4.35,-6.37,-7.15,-4.5,,-4,-5.25,,-6.26,-5,,-6.79,-0.75,-3.79,-5.22,-2.5,-4.19,-5.05,,3.160352529,35,6,14
Carolina,Atlanta,7.5,11.89,10.8,16,7.73,11.48,5.92,12,13.7,14.05,5,9.85,16.59,10.07,7.92,14.06,6.69,11.07,12.07,,16.5,9.09,13,8.5,,9.1,13.01,9.37,12.6,7.5,7,8.66,21.33,10.54,12.14,15.12,11.88,10.8,14.57,11.01,13.1,7,12.95,,11.4,,15.6,8,9,17.1,,10.16,14.4,11,12.5,18,3,11.4,9.77,12.11,15.15,10.1,,6,5.49,,17.58,12,,6.75,9.83,8,11.27,7.6,9.61,10.6,,3.5910109997,0,38,14
Chicago,Washington,3.5,3.77,1.4,5,3.51,4.4,2.63,5,5.1,4.93,3,1.37,5.03,5.28,2.42,6.41,2.59,3.85,4.49,,7.07,8.33,1,3.5,,2.9,3.74,3.79,5.7,3,3,3.97,9.22,4.74,5.95,5.27,4.28,2.8,3.47,6.31,6,5.32,6.37,,4.3,,10.2,4,4,6,,4.45,6.4,4,3,4,2.5,1.3,5.19,4.09,7.25,4.3,,-1,5.31,,4.87,4,,4.26,1.5,4.78,-1.3,6.2,3.4,5.26,,2.0408058949,24,21,14
Cincinnati,Pittsburgh,1.5,5.49,10.05,8,6.21,5.74,-0.49,5,6,3.84,10,6.04,6.05,-0.28,6.42,6.91,5.79,5.95,7.01,,11,4.69,6,3,,2.5,5.42,5.2,3.8,3,3,6.55,9.55,5.64,6.08,8.2,6.26,2,7.96,7.02,5.2,7.12,6.94,,6,,8.6,6,5,4.8,,5.04,6.1,8,5.5,10,0.01,2,3.64,6.16,6.8,5.6,,6,7.59,,4.54,5.5,,4.16,3.92,5.52,-0.6,4.3,5.31,4.66,,2.439537206,33,20,14
Cleveland,San Francisco,1.5,-1.74,-0.55,-2,-2.26,-1.39,-1.73,-3,-1,-5.68,2,-0.15,-8,-5.31,3.2,-4.54,3.27,-1.43,-1.37,,-3.93,8.23,-3,1,,-1.4,-2.22,0.05,-2.7,1.5,0,4.09,-7.54,-2.06,-3.44,-2.4,-2.58,-3.9,-0.21,0.32,-2.9,-5.15,-0.94,,-1.73,,-2,-1,-1,-7.5,,2.17,-4.4,2,1.5,-1,6.5,1.5,5.01,-3.15,-2.55,-2.2,,-6,2.16,,-2.93,-1,,1.03,5.17,1.33,-4.24,0.6,-0.53,-1.84,,3.1864747892,10,24,14
Denver,Oakland,7,12.6,8.79,13,14.26,9.95,2.85,12,7.3,8.39,11,9.17,11.85,4.2,8.4,10.4,6.9,12.74,6.73,,6.5,0.23,13,7.5,,8.5,13.09,10.8,12.6,7.5,8,9.78,17.63,8.24,10.25,12.14,10.18,9.6,12.72,10.41,10.5,10.03,9.97,,10.25,,13,11,14,13.4,,9.44,13.5,9.5,7.5,14,5.5,11,7.03,9.31,10.8,8.8,,9,7.22,,14.36,5.5,,5.6,0.75,5.97,7.55,12,10.59,9.69,,3.0135418469,15,12,14
Green Bay,Dallas,7,10.21,7.28,12,9.4,8.54,-0.35,6,7.1,10.72,7,8.47,5.62,6.36,9.39,9,7.36,10.8,11.21,3.34,9,4.14,8,7,,5.6,10.07,9.99,7,7,7,11.98,9.19,11.04,11.04,12.14,7.91,4.2,9.28,11.42,7.2,11.17,13.4,,8.88,,12.7,9,8,5.5,,10.79,6.9,9.5,8,14,2,10.4,9.94,10.43,10.7,9.4,,6,8.75,,8.3,9,,6.55,7.5,6.87,10.08,8.5,6.71,7.75,,2.6832929977,7,28,14
Houston,New England,-3.5,-5.87,-2.27,-8,-7.43,-5,1.59,-3,-9.5,-4.11,-9,-8.42,-6.03,-0.2,-3.77,-1.32,-2.5,-6.98,-7.9,,0.38,0.53,-7,-3.5,,-1.2,-5.31,-6.78,-7,-3,-3,-4.09,-4.68,-6.26,-5.11,-5.62,-7.43,-0.6,-3.28,-5.98,-5.3,-5.22,-7.58,,-5.16,,-2.8,-7,-7,2.2,,-4.91,-5.4,-5,-1,-10,1.5,-9,-4.52,-5.16,-3.35,-3.9,,-7,-7.3,,-1.56,-12,,-4.64,-8.17,-6.92,-3.95,-5,-4.56,-4.09,,2.8265978232,27,6,14
Jacksonville,Indianapolis,1,-4.59,-2.06,-3,-4.16,-2.25,2.32,-3,-2.2,-2.86,-5,-0.74,-3.86,-5.62,2.22,-3.72,2.51,-4.02,-1.86,,1.5,-3.2,-2,0,,-1.1,-5.37,-2.36,-3.8,0,0,-2.5,-8.93,-2.06,-3.72,-2.09,-0.55,-2.3,-0.64,-0.69,-2.4,-3.73,-0.86,,-2.3,,-0.7,-2,-2,-3.9,,-0.32,-4.7,0.01,-1,-3,0.5,-5,-0.3,-2.46,0.01,-3,,-5,-0.3,,-4.41,-3.5,,-0.11,3.33,-1.44,-1.52,-5.9,-1.24,-3.65,,2.2867447751,16,51,14
Kansas City,San Diego,10.5,12.89,11.47,15,12.2,12.47,7.1,15,9.9,15.3,4,15.28,21,6.52,11.58,16.77,9.57,11.98,5.55,,7.25,14.8,20,10.5,,13,13.26,13.01,13.7,10,10,12.68,20.84,11.44,13.49,14.14,13.9,16,10.51,11.91,14.9,6.74,17.34,,12.45,,13.8,12,15,24.3,,9.79,15.3,16.5,12,21,3.5,5.3,12.6,11.06,15.1,9.8,,8,8.66,,12.12,9.5,,11.07,8.17,0.22,15.9,8.2,12.45,12.21,,4.5734732441,3,10,14
Miami,N.Y. Giants,-1.5,0.5,-0.72,1,-2.26,-0.38,0.03,0.01,-5.3,-5.4,-1,-2.61,3.34,1.29,-1.04,-2.16,0.02,0.85,-0.85,,-1,-3.43,-1,-1.5,,-1.1,0.6,-0.51,-0.9,-1,0,-1.1,-0.27,-3.16,-1.87,1.06,-4.14,-2.2,3.47,1.81,-0.7,3.14,-2.19,,-0.59,,1.2,1,1,-5.4,,-0.96,-1.8,0.01,0.01,-1,2,1,3.96,-1.49,0.3,-3,,3,2.57,,3.31,-1,,-1.77,-3.58,2.2,-6.7,1.9,-0.59,-0.12,,2.3278053727,31,24,14
N.Y. Jets,Tennessee,7,10.34,7.11,11,9.14,9.25,2.6,10,9.1,7.73,2,10.32,10.35,5.49,8.66,9.37,7.08,10.55,8.82,,10.74,3.92,15,7.5,,7.8,10.22,10.62,11.3,7,7,8.63,15.27,9.24,10.66,10.83,10.81,8.7,9.04,10.42,11.5,6.27,11.23,,9.33,,12.7,9,11,14.7,,8.28,11.3,9,9,14,6.5,3.3,10.16,9.79,9.45,6.9,,6,8.38,,7.41,9.5,,6.36,6.17,6.06,7.72,8,9.13,9.33,,2.6017272403,8,30,14
Philadelphia,Buffalo,1,-0.42,-2.43,-2,0.11,-0.59,-2.05,2,0.5,-10.13,9,-2.38,-4.16,-3.78,0.69,-2.27,1.24,-0.2,-1.7,,6,0.74,-1,1,,-1.8,-0.41,-0.85,0.8,-1,1,-1.78,-5.29,-1.76,-1.74,-1.15,-1.03,-3.7,2.15,0.82,-0.6,-0.78,-3.93,,-0.6,,0.1,0.01,-1,-8.7,,1.1,0.5,-0.5,1,-4,4,-2,-0.2,-1.18,-0.95,0.9,,4,2.64,,3.34,2,,-0.87,0.5,-0.96,1.54,3.6,-0.27,-0.09,,3.0082475331,20,23,14
St. Louis,Detroit,-3.5,-0.21,6.28,0.25,2.76,-0.24,-3.45,0.01,1.4,-7.85,-1,2.73,-5.99,-6.01,1.74,-1.17,2.04,0.53,0.94,,3,5.94,1,-2.5,,-1.1,-0.76,0.76,-3.3,-2.5,1.5,3.43,-1.45,0.34,-1.8,1.03,-4.99,-3.2,2.32,2.32,-2,-2.63,1.04,,0.34,,1.9,-1,2,-5.7,,-0.47,-3,2,-0.5,2,-2.5,1,0.18,0.58,2,1.2,,-3,1.97,,-1.92,6,,1.24,-3.33,0.89,-14.66,0.7,1.18,-0.08,,3.2819203891,14,21,14
Tampa Bay,New Orleans,4,3.59,5.47,5,0.29,3.94,8.61,6,4.4,6.45,-5,5.15,7.9,2.08,5.2,5.72,4.99,2.53,1.88,,-0.04,-2.84,8,4,,3.1,4.19,2.42,4.9,3.5,4.5,3.46,8.64,1.84,2.4,5.26,3.35,2.6,6.2,2.22,7.2,2.9,4.99,,4,,7.5,2,4,8.9,,1.53,5,5,6.5,6,1,2.2,4.11,3.58,6.05,0.7,,1,3.01,,5.83,3,,2.44,-0.33,2.07,3.39,-0.3,4.88,3.44,,2.6438177487,24,17,14
Baltimore,Kansas City,-6.5,-6.77,-9.23,-8,-3.49,-6.72,-0.53,-7,-6.2,-14.4,-2,-7.8,-14.52,-6.56,-4.12,-10.06,-2.3,-6.13,-4.79,,-3.8,-4.52,-10,-6.5,,-8.2,-7.76,-6.55,-4.8,-7,-7.5,-5.81,-14.75,-7.19,-10.76,-7.73,-11.42,-9.1,-2.53,-4.34,-6.8,-4.9,-10.07,,-6.69,,-6.6,-6,-5,-14.2,,-6.88,-6.9,-8,-7,-12,3.5,-5.5,-10.86,-6.84,-6.95,-5.2,-5,-4,-3.54,,-5.19,-4,,-7.42,-2.08,0.38,-8.53,0.1,-4.82,-6.04,,3.7646976526,34,14,15
Dallas,N.Y. Jets,-3.5,-1.6,-5.73,-4,0.81,-2.17,-2.66,1,0.7,-14.34,5,-3.95,-1.06,-5.85,-4.92,-1.55,-2.56,-1.6,-4.47,,-3.8,-5.17,-1,-3.5,,-2.7,-0.52,-2.71,0.8,-3,-2.5,-3.63,-4.93,-5.29,-4.87,-3.6,-1.27,-2.3,-1.36,-0.74,-1.4,-2.1,-5.8,,-1.97,,-0.8,0.01,2,-4.3,,-1.5,-0.8,-3,-3.5,-6,1,-2.6,-3.21,-5.18,-1.95,-3.4,-2,6,-1.91,,2.1,0.5,,-4.02,-5.31,-1.21,-0.16,4.1,-0.52,-1.08,,3.0123281939,19,16,15
Indianapolis,Houston,1,0.9,-4.41,1,2.76,1.04,-1.04,1,7.4,-3.63,2,0.07,4.08,-0.14,0.89,1.01,1.45,1.55,-0.97,,-3.4,3.66,-1,1,,-0.2,0.96,0.13,0.6,0,1,3.84,3.42,-0.69,-0.37,2.03,-1.52,-0.2,3,1.26,0.1,1.49,-1.95,,0.91,,2.5,0.01,1,-2.4,,0.91,0.9,0.5,3,-1,2,1.5,2.64,-0.32,-0.05,0.01,1,3,1.47,,5.85,8,,-1.26,3.23,0.54,4.2,4.9,0.39,2.63,,2.2040292586,16,10,15
Jacksonville,Atlanta,3,0.51,3.68,1,-0.58,1.89,2.82,4,3,-4.86,-2,1.14,-0.97,-3.37,2.45,2.86,2.61,-0.44,1.67,,5.8,7.66,4,3,,4,0.82,1.17,1.6,3,3.5,-0.58,3.46,0.11,0.76,3.02,-1.54,4.8,0.57,-0.14,4.6,0.19,3.94,,2,,4.3,0.01,4,10.4,,2,3.1,3,4,4,2,1.2,2.05,-0.14,3.45,0.01,2,5,-1.1,,1.71,2,,1.71,5.62,1.67,4.71,-0.1,2.65,2.69,,2.4494505908,23,17,15
Minnesota,Chicago,6,5.3,1.64,6,3.56,4.9,0.43,5,4.1,3.21,2,6.04,7.52,-0.33,5.42,5,4.62,5.79,4.12,,8.8,-7.67,5,6,,4.1,5.32,4.78,4.4,5.5,5,5.55,10.17,4.41,4.17,6.55,3.97,3.5,7.5,6.26,4.1,5.63,4.75,,5,,6.9,5,6,3.3,,6.21,6,4.5,5.5,7,-1,4.6,5.26,5.46,4.9,4.3,6,6,6.18,,7.03,5.5,,2.53,0.92,4.46,6.37,6.7,5.08,5.2,,1.9847381901,17,38,15
N.Y. Giants,Carolina,-4,-6.72,-12.38,-14,-7.61,-6.84,-4.04,-4,-1.8,-15.53,-1,-3.72,-9.53,-11.17,-3.4,-6.92,-2.34,-7.3,-9.28,,-10.6,-10.5,-8,-4.5,,-5.5,-7.62,-5.57,-5.6,-5,-6,-3.28,-12.69,-7.19,-8.31,-9.48,-6.07,-5.8,-9.7,-7.74,-5.8,-7,-9.14,,-6.82,,-7.5,-5,-4,-8.4,,-3.52,-6.7,-7,-4,-15,-0.5,-10.7,-6.61,-8.9,-9.55,-7.7,-6,-4,-2.01,,-10.51,-2,,-5.86,-3.62,-7.51,-0.98,-2.3,-4.32,-4.08,,3.4077241255,38,35,15
New England,Tennessee,14,19.57,12.76,21,20.34,17.18,4.9,17,14.4,26.94,16,18.61,18.49,15.51,13.45,15.66,11.47,19.95,7,,16.6,7,26,14.5,,14.8,19.65,19.26,21.9,14,14,13.47,26.49,16.31,20.07,21.1,17.13,16.3,14.54,20.26,21.9,14.67,21.06,,17.07,,17.7,18,22,21.9,,15.11,22.4,18.5,14,27,7.5,13.4,16.5,14.86,17.15,14.5,14,10,13.41,,12.14,19.5,,12.85,13.46,16.74,12.5,17.8,16.95,19.16,,4.5088559973,16,33,15
New Orleans,Detroit,3,-0.24,7.9,1,2.66,0.87,0.19,3,-2,2.48,1,0.99,-2.99,-0.07,3.35,0.5,3.02,-0.35,0.03,,6.8,3.83,-1,2.5,,2.2,0.55,-0.95,-1.7,3,3,1.79,2.13,-1.79,-2.08,1.12,-4.82,1.6,2.8,-0.04,-1.7,1.12,-2.97,,0.81,,0.01,-2,1,4.7,,-0.62,0.2,3,4.5,2,4,-1,1.64,0.17,-0.8,0.9,5,6,0.44,,-2.23,1,,1.33,6.31,-1.76,-6.06,1,0.95,0.71,,2.7365221037,35,27,15
Oakland,Green Bay,-4,-6.29,-0.38,-5,-7.86,-4.05,-2.57,-3,-3.8,-5.97,-3,-2.67,-6.39,-3.22,-2.28,-2.83,-0.98,-6.66,-4.8,,-6,-5.51,-4,-4,,-2.4,-6.27,-5.98,-6.9,-3,-3,-4.68,-4.59,-5.59,-6.94,-3.14,-7.14,-2.1,-2.17,-2.64,-4.3,-2.78,-4.52,,-4.06,,-3.1,-6,-6,-2.9,,-3.12,-6.6,-3,-1.5,-5,3.5,-7.7,-3.19,-4.75,-3.15,-4.3,-3,1,-5.18,,-3.47,-2.5,,-1.99,0.62,-3.3,-8.12,-6.9,-4.12,-5.16,,2.2910008789,30,20,15
Philadelphia,Arizona,-4,-6.69,-7.56,-10,-4.53,-5.89,-3.2,-3,-2.5,-17.18,2,-7.01,-1.41,-12.14,-4.77,-7.08,-3.59,-6.73,-11.14,,-8,-9.26,-8,-4,,-5.5,-6.64,-6.71,-5.7,-3.5,-4,-4.76,-5.35,-7.89,-9.02,-7.41,-2.53,-7.6,-5.02,-4.54,-5.3,-10.29,-12.2,,-5.7,,-8.9,-5,-4,-6.5,,-3.31,-5.7,-7,-2.5,-11,2.5,-9.1,-5.84,-6.96,-11.1,-5.3,-2,1,-4.37,,-4.13,-3,,-7.92,-6,-9.48,8.55,-1.3,-4.48,-4.68,,3.9413266885,40,17,15
Pittsburgh,Denver,7,1.77,5.58,1,3.27,3.98,-0.63,6,2.7,4.25,8,6.53,3,-2.39,3.83,5.75,4.05,0.61,8.09,,5.8,8.3,9,7,,6,1.42,3.11,7.7,6.5,6.5,-0.6,6.45,2.41,2.39,3.19,-1.55,6,-3.17,1.86,8.2,0.33,6.97,,4,,7.4,2,5,15.2,,6.29,7.9,6,4,5,1,-3.5,7.75,0.74,8,1.5,4,4,3.56,,-2.32,2.5,,3.81,6.85,6.25,7.45,2.1,4.53,5.53,,3.4080446135,27,34,15
San Diego,Miami,1,1.36,1.51,2,0.57,2.72,2.85,3,11.4,-1.8,-4,2.1,5.95,-0.67,2.1,4.13,2.17,0.86,6.2,,3.6,3.64,2,1,,2.6,1.19,1.98,1.5,2,1.5,2.84,7.14,3.01,2.16,2.03,3.73,4.4,-0.54,2.66,1.8,1.13,5.11,,2.23,,6.3,3,3,7.6,,3.95,2.3,1.5,1.5,2,3,-3.5,1.67,0.7,3.55,3.3,1,3,2.74,,1.64,9,,1.85,0.92,6.85,-0.79,2.9,2.3,1.3,,2.4928514299,14,30,15
