,X,Down,Score,Seconds,Spread,TIMO,TIMD,TOTp,Yardline,YTG,AdjustedScore,win_probs
6701,6701,2,18,1086,0,3,3,38,94,6,0.545956113,0.975408492
6702,6702,3,18,1054,0,3,3,38,98,2,0.554174165,0.965791341
6703,6703,4,18,1046,0,3,3,38,98,2,0.556287324,0.964834554
6704,6704,0,-21,1044,0,3,3,41,65,0,-0.649622636,0.047073117
6705,6705,1,-21,1044,0,3,3,41,25,10,-0.649622636,0.024472313
6706,6706,1,-21,1044,0,3,3,41,20,15,-0.649622636,0.025803801
6707,6707,2,-21,1018,0,3,3,41,22,13,-0.657858064,0.025584394
6708,6708,1,-21,988,0,3,3,41,36,10,-0.667761151,0.023887972
6709,6709,2,-21,959,0,3,3,41,42,4,-0.677772086,0.027081264
6710,6710,3,-21,959,0,3,3,41,42,4,-0.677772086,0.025678079
6711,6711,1,-21,954,0,3,3,41,57,10,-0.679544042,0.028345343
6712,6712,2,-21,923,0,3,3,41,63,4,-0.69084928,0.038074521
6713,6713,1,-21,901,0,3,3,41,75,10,-0.699223516,0.036567916
6714,6714,0,-15,900,0,3,3,47,85,0,-0.499722453,0.101753971
6715,6715,0,14,900,0,3,3,48,65,0,0.466407623,0.909192615
6716,6716,1,14,900,0,3,3,48,25,10,0.466407623,0.955356351
6717,6717,2,14,896,0,3,3,48,25,10,0.467446394,0.953983306
6718,6718,3,14,860,0,3,3,48,25,10,0.477118724,0.951911203
6719,6719,4,14,821,0,3,3,48,32,3,0.488306074,0.950861142
6720,6720,1,-14,813,0,3,3,48,35,10,-0.490699746,0.082588754
6721,6721,1,-14,786,0,3,3,48,50,10,-0.499046104,0.08336747
6722,6722,2,-14,757,0,3,3,48,56,4,-0.508502899,0.092675121
6723,6723,1,14,745,0,3,3,48,65,10,0.512576418,0.961400251
6724,6724,2,14,703,0,3,3,48,67,8,0.527644853,0.959711785
6725,6725,1,14,660,0,3,3,48,79,10,0.544536889,0.964162355
6726,6726,2,14,616,0,3,3,48,81,8,0.563618778,0.963754361
6727,6727,3,14,574,0,3,3,48,79,10,0.583840359,0.964510847
6728,6728,4,14,524,0,3,3,48,81,8,0.611010093,0.956264968
6729,6729,0,-17,520,0,3,3,51,65,0,-0.744783522,0.067383191
6730,6730,1,-17,520,0,3,3,51,25,10,-0.744783522,0.045203768
6731,6731,1,-17,520,0,3,3,51,20,15,-0.744783522,0.04490881
6732,6732,2,-17,495,0,3,3,51,30,5,-0.763322534,0.047829221
6733,6733,1,-17,466,0,3,3,51,38,10,-0.786666183,0.047683183
6734,6734,2,-17,443,0,3,3,51,47,1,-0.806784296,0.058801286
6735,6735,1,-17,413,0,3,3,51,53,10,-0.835504418,0.049625267
6736,6736,1,-17,387,0,3,3,51,64,10,-0.86304424,0.053290164
6737,6737,1,-17,358,0,3,3,51,79,10,-0.897225684,0.057573384
6738,6738,2,-17,352,0,3,3,51,79,10,-0.904818702,0.053720476
6739,6739,1,17,341,0,3,3,51,11,10,0.91925472,0.985680831
6740,6740,2,17,300,0,3,3,51,17,4,0.97986371,0.98604636
6741,6741,3,17,292,0,3,3,51,19,2,0.993150604,0.98354002
6742,6742,1,17,246,0,3,3,51,55,10,1.081684097,0.984659199
6743,6743,2,17,204,0,3,3,51,56,9,1.187331503,0.98343369
6744,6744,3,17,157,0,2,2,51,60,5,1.352447383,0.987066673
6745,6745,1,17,120,0,2,2,51,65,10,1.545454545,0.98976872
6746,6746,2,17,74,0,2,2,51,68,7,1.962990915,0.987638564
6747,6747,3,17,33,0,2,2,51,67,8,2.915475947,0.988129471
6748,6748,0,NA,0,0,2,2,NA,67,0,NA,NA
6749,6749,0,0,3600,-13,3,3,0,65,0,0,0.762226012
6750,6750,1,0,3597,-13,3,3,0,21,10,0,0.757060238
6751,6751,2,0,3565,-13,3,3,0,21,10,0,0.748064208
6752,6752,3,0,3532,-13,3,3,0,19,12,0,0.733503406
6753,6753,4,0,3525,-13,3,3,0,19,12,0,0.769268359
6754,6754,1,0,3512,13,3,3,0,49,10,0,0.25643426
6755,6755,2,0,3482,13,3,3,0,47,12,0,0.248896068
6756,6756,3,0,3448,13,3,3,0,46,13,0,0.247640744
6757,6757,1,0,3404,13,3,3,0,90,10,0,0.299509319
6758,6758,2,0,3369,13,3,3,0,90,10,0,0.300136679
6759,6759,1,0,3350,13,3,3,0,95,5,0,0.316543787
6760,6760,2,0,3340,13,3,3,0,95,5,0,0.317395631
6761,6761,3,0,3337,13,3,3,0,95,5,0,0.319401778
6762,6762,0,6,3333,13,3,3,6,85,0,0.103912658,0.516537529
6763,6763,0,-7,3333,-13,3,3,7,65,0,-0.121231434,0.626027266
6764,6764,1,-7,3328,-13,3,3,7,22,10,-0.121322442,0.613004328
6765,6765,2,-7,3292,-13,3,3,7,23,9,-0.121983805,0.60866859
6766,6766,1,-7,3286,-13,3,3,7,57,10,-0.122095087,0.639036642
6767,6767,1,-7,3256,-13,3,3,7,71,10,-0.122656103,0.667076809
6768,6768,2,-7,3219,-13,3,3,7,70,11,-0.123358791,0.65840042
6769,6769,3,-7,3172,-13,3,3,7,75,6,-0.124269057,0.654981237
6770,6770,4,-7,3147,-13,2,2,7,79,2,-0.124761526,0.654161434
6771,6771,0,4,3142,13,3,3,10,65,0,0.071348985,0.40235643
6772,6772,1,4,3142,13,3,3,10,25,10,0.071348985,0.334773797
6773,6773,2,4,3138,13,3,3,10,25,10,0.07139443,0.32933274
6774,6774,3,4,3112,13,3,3,10,31,4,0.071691956,0.329168005
6775,6775,4,4,3069,13,3,3,10,34,1,0.072192288,0.348298527
6776,6776,1,-4,3058,-13,2,2,10,18,10,-0.072321971,0.615967249
6777,6777,2,-4,3023,-13,2,2,10,20,8,-0.072739297,0.618619979
6778,6778,3,-4,3017,-13,2,2,10,20,8,-0.072811566,0.618652995
6779,6779,4,-4,2978,-13,2,2,10,26,2,-0.073286628,0.619876624
6780,6780,1,4,2963,13,3,3,10,6,10,0.073471836,0.345648323
6781,6781,2,4,2932,13,3,3,10,11,5,0.073859091,0.343934692
6782,6782,3,4,2898,13,3,3,10,2,14,0.074290945,0.345647251
6783,6783,4,4,2861,13,3,3,10,8,8,0.074769621,0.373358814
6784,6784,1,-4,2851,-13,2,2,10,56,10,-0.074900589,0.646061672
6785,6785,1,-4,2817,-13,2,2,10,71,10,-0.075351083,0.673182621
6786,6786,0,2,2811,-13,2,2,16,85,0,0.037715714,0.781713928
6787,6787,0,-3,2811,13,3,3,17,65,0,-0.056573571,0.250768084
6788,6788,1,-3,2807,13,3,3,17,25,10,-0.056613852,0.180351994
6789,6789,1,-3,2784,13,3,3,17,47,10,-0.056847145,0.200094731
6790,6790,2,-3,2780,13,3,3,17,47,10,-0.056888012,0.197153462
6791,6791,1,-3,2753,13,3,3,17,58,10,-0.057166195,0.224607294
6792,6792,2,-3,2724,13,3,3,17,61,7,-0.057469577,0.23131668
6793,6793,3,-3,2700,13,3,3,17,55,13,-0.057724338,0.210690865
6794,6794,3,-3,2700,13,3,3,17,60,8,-0.057724338,0.223943668
6795,6795,4,-3,2662,13,3,3,17,63,5,-0.058134732,0.223161167
6796,6796,1,3,2656,-13,2,2,17,11,10,0.058200334,0.820753571
6797,6797,2,3,2626,-13,2,2,17,18,3,0.058531711,0.824189976
6798,6798,1,3,2591,-13,2,2,17,25,10,0.058925565,0.838492468
6799,6799,1,-3,2577,13,3,3,17,88,10,-0.059085348,0.254121226
6800,6800,1,-3,2553,13,3,3,17,93,7,-0.059362312,0.267077089
6801,6801,0,3,2545,13,3,3,23,85,0,0.059455503,0.442464998
6802,6802,0,-4,2545,-13,2,2,24,65,0,-0.079274004,0.677363073
6803,6803,1,-4,2540,-13,2,2,24,23,10,-0.07935196,0.650233942
6804,6804,1,-4,2508,-13,2,2,24,35,10,-0.079856388,0.655201514
6805,6805,2,-4,2470,-13,2,2,24,38,7,-0.080468076,0.657594408
6806,6806,2,-4,2449,-13,2,2,24,33,12,-0.080812204,0.625258767
6807,6807,2,-4,2416,-13,2,2,24,25,20,-0.081362009,0.597932865
6808,6808,3,-4,2380,-13,2,2,24,40,5,-0.081974786,0.641287611
6809,6809,1,-4,2337,-13,2,2,24,46,10,-0.082725183,0.674133283
6810,6810,1,-4,2320,-13,2,2,24,74,10,-0.083027588,0.721321548
6811,6811,2,-4,2272,-13,2,2,24,74,10,-0.083899674,0.722370811
6812,6812,3,-4,2272,-13,2,2,24,74,10,-0.083899674,0.719421779
6813,6813,4,-4,2229,-13,2,2,24,78,6,-0.08470471,0.705318024
6814,6814,0,1,2221,13,3,3,27,65,0,0.021214264,0.37701016
6815,6815,1,1,2221,13,3,3,27,25,10,0.021214264,0.312052688
6816,6816,2,1,2186,13,3,3,27,28,7,0.021383343,0.309653099
6817,6817,0,-6,2175,13,3,3,34,65,0,-0.128623939,0.209822467
6818,6818,1,-6,2175,13,3,3,34,25,10,-0.128623939,0.19866805
6819,6819,2,-6,2143,13,3,3,34,33,2,-0.129580264,0.189102616
6820,6820,1,-6,2113,13,3,3,34,36,10,-0.130496468,0.19229372
6821,6821,2,-6,2103,13,3,3,34,36,10,-0.130806216,0.188650202
6822,6822,3,-6,2066,13,3,3,34,36,10,-0.131971761,0.182167637
6823,6823,1,-6,2047,13,3,3,34,53,10,-0.132582521,0.193036586
6824,6824,0,0,2038,13,3,3,40,85,0,0,0.379936376
6825,6825,0,-1,2038,-13,1,1,41,65,0,-0.022145801,0.738729667
6826,6826,1,-1,2034,-13,1,1,41,16,10,-0.022167555,0.714433271
6827,6827,2,-1,1997,-13,1,1,41,21,5,-0.022371869,0.716237496
6828,6828,2,-1,1964,-13,0,0,41,16,10,-0.022558942,0.640832425
6829,6829,3,-1,1924,-13,0,0,41,21,5,-0.022792115,0.635529639
6830,6830,1,-1,1916,-13,0,0,41,32,10,-0.022839624,0.654930405
6831,6831,2,-1,1910,-13,0,0,41,36,6,-0.022875451,0.651106894
6832,6832,3,-1,1878,-13,0,0,41,41,1,-0.023069416,0.643457526
6833,6833,4,-1,1873,-13,0,0,41,41,1,-0.023100172,0.64103804
6834,6834,1,1,1862,13,2,2,41,30,10,0.023168268,0.314285371
6835,6835,1,1,1852,13,2,2,41,41,10,0.0232307,0.30872781
6836,6836,2,1,1847,13,2,2,41,41,10,0.023262105,0.30907057
6837,6837,3,1,1843,13,2,2,41,41,10,0.023287322,0.307089585
6838,6838,0,NA,1800,NA,0,NA,NA,59,0,NA,NA
6839,6839,0,1,1800,13,3,3,41,65,0,0.023563681,0.369839153
6840,6840,1,1,1796,13,3,3,41,19,10,0.023589892,0.293447607
6841,6841,2,1,1763,13,3,3,41,21,8,0.023809524,0.289716892
6842,6842,1,1,1718,13,3,3,41,35,10,0.024119154,0.305225126
6843,6843,2,1,1692,13,3,3,41,39,6,0.024303651,0.303167063
6844,6844,1,1,1675,13,3,3,41,58,10,0.024426598,0.350270868
6845,6845,0,7,1665,13,3,3,47,85,0,0.171498585,0.512255218
6846,6846,0,-8,1665,-13,3,3,48,65,0,-0.195998383,0.557190746
6847,6847,1,-8,1665,-13,3,3,48,30,10,-0.195998383,0.559937283
6848,6848,2,-8,1635,-13,3,3,48,34,6,-0.197787271,0.568316176
6849,6849,3,-8,1599,-13,3,3,48,39,1,-0.2,0.56197211
6850,6850,1,-8,1561,-13,3,3,48,46,10,-0.20241816,0.563723508
6851,6851,2,-8,1509,-13,3,3,48,39,17,-0.205874005,0.529330951
6852,6852,2,-8,1493,-13,3,3,48,34,22,-0.206973474,0.518437419
6853,6853,1,-8,1449,-13,3,3,48,69,10,-0.210090293,0.591887654
6854,6854,2,-8,1413,-13,3,3,48,78,1,-0.2127479,0.606958843
6855,6855,1,-8,1382,-13,3,3,48,80,10,-0.215119063,0.623405686
6856,6856,2,-8,1348,-13,3,3,48,83,7,-0.217813108,0.624779278
6857,6857,1,-8,1343,-13,3,3,48,88,10,-0.21821789,0.626306992
6858,6858,2,-8,1336,-13,3,3,48,88,10,-0.218788395,0.62382046
6859,6859,0,-2,1332,-13,3,3,54,85,0,-0.054779104,0.593163923
6860,6860,0,1,1332,13,3,3,55,65,0,0.027389552,0.442549153
6861,6861,1,1,1332,13,3,3,55,25,10,0.027389552,0.362931024
6862,6862,2,1,1297,13,3,3,55,32,3,0.027756369,0.372514314
6863,6863,3,1,1261,13,3,3,55,29,6,0.028149476,0.368251499
6864,6864,1,1,1228,13,3,3,55,40,10,0.028524895,0.379859321
6865,6865,2,1,1196,13,3,3,55,44,6,0.028903666,0.380809987
6866,6866,3,1,1162,13,3,3,55,46,4,0.029323118,0.37896837
6867,6867,1,1,1145,13,3,3,55,51,10,0.02953981,0.388432356
6868,6868,1,1,1115,13,3,3,55,65,10,0.029934217,0.487321107
6869,6869,2,1,1087,13,3,3,55,66,9,0.030316953,0.490297159
6870,6870,4,1,1009,13,3,3,55,62,13,0.031465839,0.453677642
6871,6871,1,-1,1002,-13,2,2,55,20,10,-0.031575449,0.717527954
6872,6872,2,-1,980,-13,2,2,55,23,7,-0.031927543,0.717332844
6873,6873,3,-1,973,-13,2,2,55,23,7,-0.032042067,0.711420755
6874,6874,1,-1,940,-13,2,2,55,30,10,-0.032599068,0.725060151
6875,6875,2,-1,915,-13,2,2,55,34,6,-0.03304093,0.723006442
6876,6876,3,-1,900,-13,2,2,55,39,1,-0.03331483,0.708375737
6877,6877,1,-1,871,-13,2,2,55,43,10,-0.033864273,0.735965947
6878,6878,2,-1,828,-13,2,2,55,46,7,-0.034731436,0.738276598
6879,6879,1,-1,816,-13,2,2,55,80,10,-0.034985571,0.832384012
6880,6880,2,-1,785,-13,2,2,55,85,5,-0.035668819,0.835499498
6881,6881,3,-1,742,-13,2,2,55,87,3,-0.036686442,0.821959279
6882,6882,4,-1,737,-13,2,2,55,87,3,-0.036810509,0.809764504
6883,6883,0,-2,733,13,3,3,58,65,0,-0.073821347,0.324208702
6884,6884,1,-2,733,13,3,3,58,25,10,-0.073821347,0.240694933
6885,6885,2,-2,708,13,3,3,58,30,5,-0.075111577,0.242440361
6886,6886,3,-2,676,13,3,3,58,34,1,-0.076866244,0.244617975
6887,6887,4,-2,642,13,3,3,58,34,1,-0.078872301,0.243355621
6888,6888,1,2,628,-13,2,2,58,13,10,0.079745222,0.801476092
6889,6889,2,2,598,-13,2,2,58,18,5,0.081717785,0.806871318
6890,6890,3,2,552,-13,2,2,58,21,2,0.085048651,0.810601055
6891,6891,1,2,510,-13,2,2,58,28,10,0.088474791,0.831082234
6892,6892,1,2,466,-13,2,2,58,41,10,0.092548963,0.848891518
6893,6893,2,2,461,-13,2,2,58,41,10,0.093048421,0.845815121
6894,6894,3,2,452,-13,2,2,58,41,10,0.093968197,0.838838704
6895,6895,4,2,447,-13,2,2,58,41,10,0.094491118,0.836398848
6896,6896,1,-2,439,13,3,3,58,7,10,-0.095346259,0.227302932
6897,6897,2,-2,402,13,3,3,58,11,6,-0.099627096,0.222051256
6898,6898,3,-2,372,13,3,3,58,16,1,-0.103556075,0.225603759
6899,6899,4,-2,365,13,3,3,58,16,1,-0.104541675,0.234210882
6900,6900,1,2,355,-13,2,2,58,33,10,0.105999788,0.844272874
6901,6901,1,2,326,-13,2,2,58,23,20,0.110600253,0.816967373
6902,6902,1,2,290,-13,2,2,58,54,10,0.117242076,0.867179717
6903,6903,2,2,247,-13,2,2,58,55,9,0.127000127,0.877966229
6904,6904,1,2,203,-13,2,2,58,73,10,0.140028008,0.921685482
6905,6905,2,2,161,-13,2,2,58,80,3,0.15713484,0.919190677
6906,6906,3,2,154,-13,2,2,58,82,1,0.160643866,0.914092994
6907,6907,4,2,148,-13,2,2,58,82,1,0.163846384,0.900844792
6908,6908,0,-5,144,13,1,1,61,65,0,-0.415227399,0.242408555
6909,6909,1,-5,144,13,1,1,61,25,10,-0.415227399,0.186937257
6910,6910,2,-5,140,13,1,1,61,25,10,-0.421075961,0.186290101
6911,6911,2,-5,131,13,1,1,61,15,20,-0.43519414,0.165132689
6912,6912,3,-5,120,13,1,1,61,23,12,-0.454545455,0.161774915
6913,6913,1,-5,93,13,1,1,61,38,10,-0.515710623,0.176323468
6914,6914,1,-5,88,13,1,1,61,56,10,-0.52999894,0.211578589
6915,6915,2,-5,60,13,1,1,61,48,18,-0.6401844,0.155957724
6916,6916,3,-5,54,13,1,1,61,48,18,-0.674199862,0.145265746
6917,6917,1,-5,29,13,1,1,61,75,10,-0.912870929,0.346867154
6918,6918,0,1,23,13,1,1,67,98,0,0.204124145,0.780208279
6919,6919,0,-3,23,-13,1,1,69,65,0,-0.612372436,0.360112691
6920,6920,1,-3,23,-13,1,1,69,25,10,-0.612372436,0.248262825
6921,6921,1,-3,3,-13,0,0,69,46,10,-1.5,0.154003413
6922,6922,0,0,3600,2.5,3,3,0,65,0,0,0.457424214
6923,6923,1,0,3600,2.5,3,3,0,25,10,0,0.435035093
6924,6924,2,0,3564,2.5,3,3,0,24,11,0,0.398276071
6925,6925,3,0,3560,2.5,3,3,0,24,11,0,0.401935007
6926,6926,4,0,3524,2.5,3,3,0,34,1,0,0.454342614
6927,6927,1,0,3516,-2.5,3,3,0,20,10,0,0.579358074
6928,6928,2,0,3484,-2.5,3,3,0,20,10,0,0.582301865
6929,6929,3,0,3481,-2.5,3,3,0,20,10,0,0.575342196
6930,6930,4,0,3465,-2.5,3,3,0,28,2,0,0.602209743
6931,6931,1,0,3457,2.5,3,3,0,31,10,0,0.458634177
6932,6932,2,0,3423,2.5,3,3,0,34,7,0,0.462584401
6933,6933,3,0,3384,2.5,3,3,0,36,5,0,0.447328232
6934,6934,4,0,3379,2.5,3,3,0,36,5,0,0.449278241
6935,6935,1,0,3368,-2.5,3,3,0,12,10,0,0.591211516
6936,6936,2,0,3336,-2.5,3,3,0,15,7,0,0.58981989
6937,6937,3,0,3330,-2.5,3,3,0,15,7,0,0.585631404
6938,6938,4,0,3298,-2.5,3,3,0,16,6,0,0.595737334
6939,6939,1,0,3286,2.5,3,3,0,16,10,0,0.453897515
6940,6940,2,0,3281,2.5,3,3,0,16,10,0,0.44640125
6941,6941,3,0,3273,2.5,3,3,0,16,10,0,0.440330172
6942,6942,4,0,3267,2.5,3,3,0,16,10,0,0.461673419
6943,6943,1,0,3260,-2.5,3,3,0,35,10,0,0.596036061
6944,6944,1,0,3222,-2.5,3,3,0,48,10,0,0.604090765
6945,6945,2,0,3191,-2.5,3,3,0,53,5,0,0.606339377
6946,6946,1,0,3158,-2.5,3,3,0,59,10,0,0.618772098
6947,6947,2,0,3149,-2.5,3,3,0,59,10,0,0.614000101
6948,6948,3,0,3143,-2.5,3,3,0,59,10,0,0.601941864
6949,6949,4,0,3137,-2.5,3,3,0,59,10,0,0.593312519
6950,6950,1,0,3129,2.5,3,3,0,20,10,0,0.447714736
6951,6951,2,0,3094,2.5,3,3,0,24,6,0,0.449183887
6952,6952,3,0,3055,2.5,3,3,0,23,7,0,0.434390133
6953,6953,4,0,3048,2.5,3,3,0,23,7,0,0.450315898
6954,6954,1,0,3038,-2.5,3,3,0,19,10,0,0.588198176
6955,6955,2,0,3014,-2.5,3,3,0,25,4,0,0.595984725
6956,6956,3,0,2977,-2.5,3,3,0,28,1,0,0.597719859
6957,6957,4,0,2935,-2.5,3,3,0,28,1,0,0.60632986
6958,6958,1,0,2923,2.5,3,3,0,33,10,0,0.470561703
6959,6959,2,0,2888,2.5,3,3,0,39,4,0,0.465491207
6960,6960,1,0,2862,2.5,3,3,0,44,10,0,0.477883307
6961,6961,2,0,2823,2.5,3,3,0,43,11,0,0.469982377
6962,6962,3,0,2783,2.5,3,3,0,44,10,0,0.46678008
6963,6963,1,0,2772,2.5,3,3,0,75,10,0,0.524334814
6964,6964,2,0,2744,2.5,3,3,0,70,15,0,0.536408412
6965,6965,3,0,2740,2.5,3,3,0,70,15,0,0.52604172
6966,6966,1,0,2708,2.5,2,2,0,87,10,0,0.531078775
6967,6967,2,0,2700,2.5,2,2,0,86,11,0,0.523082331
6968,6968,2,0,2693,2.5,2,2,0,81,16,0,0.525439967
6969,6969,2,0,2687,2.5,2,2,0,71,26,0,0.500702898
6970,6970,3,0,2651,2.5,2,2,0,78,19,0,0.518516001
6971,6971,4,0,2606,2.5,2,2,0,94,3,0,0.532332484
6972,6972,0,-3,2603,-2.5,3,3,3,65,0,-0.058789635,0.532595071
6973,6973,1,-3,2603,-2.5,3,3,3,25,10,-0.058789635,0.451314734
6974,6974,2,-3,2595,-2.5,3,3,3,25,10,-0.05888015,0.442781332
6975,6975,3,-3,2558,-2.5,3,3,3,25,10,-0.05930429,0.441571182
6976,6976,4,-3,2552,-2.5,3,3,3,25,10,-0.059373937,0.451720731
6977,6977,1,3,2541,2.5,1,1,3,32,10,0.059502263,0.665245993
6978,6978,2,3,2514,2.5,1,1,3,37,5,0.059820806,0.654744708
6979,6979,3,3,2473,2.5,1,1,3,40,2,0.060314455,0.645753762
6980,6980,1,3,2431,2.5,1,1,3,46,10,0.060833033,0.679125677
6981,6981,2,3,2399,2.5,1,1,3,49,7,0.061237244,0.670700489
6982,6982,3,3,2361,2.5,1,1,3,55,1,0.061727872,0.660244109
6983,6983,1,3,2343,2.5,1,1,3,60,10,0.061964429,0.684607553
6984,6984,2,3,2315,2.5,1,1,3,64,6,0.062337873,0.673644755
6985,6985,3,3,2279,2.5,1,1,3,67,3,0.062828086,0.673512392
6986,6986,1,3,2241,2.5,1,1,3,74,10,0.06335829,0.716934956
6987,6987,2,3,2197,2.5,1,1,3,79,5,0.063989308,0.714295121
6988,6988,3,3,2160,2.5,1,1,3,81,3,0.064534786,0.702815148
6989,6989,4,3,2156,2.5,1,1,3,81,3,0.064594595,0.696363691
6990,6990,0,-6,2151,-2.5,3,3,6,65,0,-0.129339184,0.441474751
6991,6991,1,-6,2151,-2.5,3,3,6,25,10,-0.129339184,0.376560235
6992,6992,2,-6,2123,-2.5,3,3,6,27,8,-0.130188911,0.378666755
6993,6993,3,-6,2083,-2.5,3,3,6,30,5,-0.131432386,0.37740298
6994,6994,3,-6,2064,-2.5,3,3,6,25,10,-0.132035654,0.370764844
6995,6995,4,-6,2028,-2.5,3,3,6,16,19,-0.133201841,0.39512087
6996,6996,1,6,2009,2.5,1,1,6,32,10,0.133829921,0.754647953
6997,6997,2,6,1975,2.5,1,1,6,37,5,0.134976381,0.754362165
6998,6998,3,6,1936,2.5,1,1,6,38,4,0.136328432,0.750037898
6999,6999,4,6,1930,2.5,1,1,6,38,4,0.136540068,0.746676274
7000,7000,1,-6,1924,-2.5,3,3,6,14,10,-0.136752692,0.306423356
7001,7001,1,-6,1918,-2.5,3,3,6,50,10,-0.136966312,0.32565623
7002,7002,1,-6,1889,-2.5,3,3,6,96,4,-0.138013112,0.489685415
7003,7003,2,-6,1885,-2.5,3,3,6,96,4,-0.13815939,0.488782275
7004,7004,3,-6,1881,-2.5,3,3,6,96,4,-0.138306134,0.481831329
7005,7005,0,0,1875,-2.5,3,3,12,85,0,0,0.630353962
7006,7006,0,-1,1875,2.5,1,1,13,65,0,-0.023087855,0.543123559
7007,7007,1,-1,1869,2.5,1,1,13,24,10,-0.023124865,0.521763497
7008,7008,2,-1,1852,2.5,1,1,13,31,3,-0.0232307,0.507132576
7009,7009,1,-1,1835,2.5,1,1,13,42,10,-0.023338001,0.547142963
7010,7010,2,-1,1831,2.5,1,1,13,50,2,-0.023363466,0.536876175
7011,7011,1,-1,1825,2.5,1,1,13,61,10,-0.023401819,0.553404813
7012,7012,2,-1,1809,2.5,1,1,13,66,5,-0.023505025,0.550022874
7013,7013,3,-1,1808,2.5,1,1,13,66,5,-0.023511521,0.544497197
7014,7014,1,-1,1805,2.5,1,1,13,71,10,-0.02353104,0.557245387
7015,7015,0,-2,1800,-2.5,3,3,16,65,0,-0.047127363,0.575759691
7016,7016,1,-2,1800,-2.5,3,3,16,25,10,-0.047127363,0.508140572
7017,7017,2,-2,1763,-2.5,3,3,16,26,9,-0.047619048,0.499993262
7018,7018,3,-2,1720,-2.5,3,3,16,31,4,-0.04821027,0.488361709
7019,7019,1,-2,1683,-2.5,3,3,16,40,10,-0.048737018,0.504009937
7020,7020,2,-2,1653,-2.5,3,3,16,49,1,-0.049177024,0.509427233
7021,7021,1,-2,1624,-2.5,3,3,16,56,10,-0.049613894,0.558813067
7022,7022,2,-2,1583,-2.5,3,3,16,63,3,-0.050251891,0.580706998
7023,7023,1,-2,1553,-2.5,3,3,16,89,10,-0.050734629,0.623364037
7024,7024,2,-2,1515,-2.5,3,3,16,90,9,-0.05136655,0.620840388
7025,7025,0,4,1509,-2.5,3,3,22,85,0,0.102937003,0.660077728
7026,7026,0,-5,1509,2.5,3,3,23,65,0,-0.128671253,0.392528126
7027,7027,1,-5,1509,2.5,3,3,23,25,10,-0.128671253,0.346502831
7028,7028,1,-5,1486,2.5,3,3,23,30,5,-0.129662539,0.357708873
7029,7029,2,-5,1450,2.5,3,3,23,33,2,-0.131261178,0.352365489
7030,7030,1,-5,1411,2.5,3,3,23,42,10,-0.133061574,0.347804154
7031,7031,2,-5,1367,2.5,3,3,23,45,7,-0.135184518,0.360649995
7032,7032,0,1,1354,2.5,3,3,29,85,0,0.027166291,0.574108067
7033,7033,0,-2,1354,-2.5,3,3,30,65,0,-0.054332582,0.544382766
7034,7034,1,-2,1353,-2.5,3,3,30,25,10,-0.054352643,0.47098137
7035,7035,2,-2,1346,-2.5,3,3,30,25,10,-0.054493688,0.466403304
7036,7036,3,-2,1304,-2.5,3,3,30,26,9,-0.055363653,0.468290583
7037,7037,4,-2,1300,-2.5,3,3,30,26,9,-0.055448697,0.478309326
7038,7038,1,2,1290,2.5,3,3,30,46,10,0.055663034,0.602034356
7039,7039,2,2,1255,2.5,3,3,30,49,7,0.056433265,0.594799529
7040,7040,1,2,1225,2.5,3,3,30,59,10,0.057119548,0.658474665
7041,7041,2,2,1187,2.5,3,3,30,66,3,0.058025885,0.709848881
7042,7042,1,2,1141,2.5,3,3,30,71,10,0.059182996,0.72001974
7043,7043,1,2,1137,2.5,3,3,30,76,10,0.059286917,0.724752176
7044,7044,0,8,1130,2.5,3,3,36,85,0,0.237880413,0.755450472
7045,7045,0,-9,1130,-2.5,3,3,37,65,0,-0.267615465,0.369389176
7046,7046,1,-9,1130,-2.5,3,3,37,25,10,-0.267615465,0.345542423
7047,7047,2,-9,1099,-2.5,3,3,37,28,7,-0.27136021,0.345639602
7048,7048,1,-9,1072,-2.5,3,3,37,41,10,-0.27475313,0.362665999
7049,7049,2,-9,1031,-2.5,3,3,37,40,11,-0.280157763,0.345245139
7050,7050,3,-9,1027,-2.5,3,3,37,40,11,-0.280702288,0.340567727
7051,7051,4,-9,1019,-2.5,3,3,37,40,11,-0.281800931,0.338264942
7052,7052,1,9,1009,2.5,3,3,37,25,10,0.283192549,0.71124898
7053,7053,0,15,994,2.5,3,3,43,85,0,0.475531969,0.917345639
7054,7054,0,-16,994,-2.5,3,3,44,65,0,-0.5072341,0.108646879
7055,7055,1,-16,994,-2.5,3,3,44,25,10,-0.5072341,0.059797347
7056,7056,2,-16,976,-2.5,3,3,44,33,2,-0.511885351,0.057851337
7057,7057,3,-16,940,-2.5,3,3,44,32,3,-0.521585093,0.05171898
7058,7058,1,-16,913,-2.5,3,3,44,37,10,-0.529232961,0.054997874
7059,7059,2,-16,900,-2.5,3,3,44,44,3,-0.533037284,0.055902986
7060,7060,1,-16,872,-2.5,3,3,44,51,10,-0.541517955,0.06012338
7061,7061,2,-16,868,-2.5,3,3,44,51,10,-0.542762825,0.059229168
7062,7062,1,-16,846,-2.5,3,3,44,73,10,-0.549766506,0.071483836
7063,7063,0,-10,839,-2.5,3,3,50,98,0,-0.34503278,0.381006212
7064,7064,0,10,839,2.5,3,3,50,65,0,0.34503278,0.827898535
